id,device_id,timestamp,temperature,humidity,pressure_hpa,status
384,esp32_bmp280,2026-06-23 11:13:42,24.19,,1014.07,OK
385,arduino_dht22,2026-06-23 11:13:43,22.20,47.00,,OK
386,esp32_bmp280,2026-06-23 11:13:43,24.46,,1013.7,OK
387,esp32_bmp280,2026-06-23 11:13:44,24.38,,1012.97,OK
388,arduino_dht22,2026-06-23 11:13:45,23.80,48.00,,OK
389,esp32_bmp280,2026-06-23 11:13:45,24.52,,1013.36,OK
390,esp32_bmp280,2026-06-23 11:13:46,24.50,,1013.8,OK
391,arduino_dht22,2026-06-23 11:13:47,22.90,47.40,,OK
392,esp32_bmp280,2026-06-23 11:13:47,24.49,,1013.68,OK
393,esp32_bmp280,2026-06-23 11:13:48,24.62,,1012.55,OK
394,arduino_dht22,2026-06-23 11:13:49,22.10,46.10,,OK
395,esp32_bmp280,2026-06-23 11:13:49,24.29,,1012.02,OK
396,esp32_bmp280,2026-06-23 11:13:50,24.36,,1012.43,OK
397,arduino_dht22,2026-06-23 11:13:51,22.40,47.60,,OK
398,esp32_bmp280,2026-06-23 11:13:51,24.28,,1013.9,OK
399,esp32_bmp280,2026-06-23 11:13:52,24.62,,1011.44,OK
400,arduino_dht22,2026-06-23 11:13:53,22.60,46.70,,OK
401,esp32_bmp280,2026-06-23 11:13:53,24.50,,1011.53,OK
402,esp32_bmp280,2026-06-23 11:13:54,24.54,,1011.92,OK
403,arduino_dht22,2026-06-23 11:13:55,22.40,48.40,,OK
404,esp32_bmp280,2026-06-23 11:13:55,24.62,,1013.31,OK
405,esp32_bmp280,2026-06-23 11:13:56,24.22,,1013.47,OK
406,arduino_dht22,2026-06-23 11:13:57,22.80,48.20,,OK
407,esp32_bmp280,2026-06-23 11:13:57,24.43,,1013.37,OK
408,esp32_bmp280,2026-06-23 11:13:58,24.49,,1011.48,OK
409,arduino_dht22,2026-06-23 11:13:59,23.20,48.00,,OK
410,esp32_bmp280,2026-06-23 11:13:59,24.48,,1013.21,OK
411,esp32_bmp280,2026-06-23 11:14:00,24.44,,1013.54,OK
412,arduino_dht22,2026-06-23 11:14:01,22.20,45.70,,OK
413,esp32_bmp280,2026-06-23 11:14:01,24.44,,1013.96,OK
414,esp32_bmp280,2026-06-23 11:14:02,24.41,,1011.61,OK
415,arduino_dht22,2026-06-23 11:14:03,22.80,47.80,,OK
416,esp32_bmp280,2026-06-23 11:14:03,24.33,,1011.65,OK
417,esp32_bmp280,2026-06-23 11:14:04,24.34,,1013.45,OK
418,arduino_dht22,2026-06-23 11:14:05,23.50,46.30,,OK
419,esp32_bmp280,2026-06-23 11:14:05,24.55,,1011.84,OK
420,esp32_bmp280,2026-06-23 11:14:06,24.19,,1012.59,OK
421,arduino_dht22,2026-06-23 11:14:07,23.60,48.30,,OK
422,esp32_bmp280,2026-06-23 11:14:07,24.56,,1012.45,OK
423,esp32_bmp280,2026-06-23 11:14:08,24.27,,1013.87,OK
424,arduino_dht22,2026-06-23 11:14:09,23.40,46.10,,OK
425,esp32_bmp280,2026-06-23 11:14:09,24.20,,1012.65,OK
426,esp32_bmp280,2026-06-23 11:14:10,24.65,,1012.22,OK
427,arduino_dht22,2026-06-23 11:14:11,22.30,46.90,,OK
428,esp32_bmp280,2026-06-23 11:14:11,24.18,,1012.14,OK
429,esp32_bmp280,2026-06-23 11:14:12,24.34,,1012.19,OK
430,arduino_dht22,2026-06-23 11:14:13,22.20,47.80,,OK
431,esp32_bmp280,2026-06-23 11:14:13,24.24,,1012.11,OK
432,esp32_bmp280,2026-06-23 11:14:14,24.55,,1012.55,OK
433,arduino_dht22,2026-06-23 11:14:15,23.30,47.40,,OK
434,esp32_bmp280,2026-06-23 11:14:15,24.42,,1012.65,OK
435,esp32_bmp280,2026-06-23 11:14:16,24.56,,1012.59,OK
436,arduino_dht22,2026-06-23 11:14:17,22.60,48.30,,OK
437,esp32_bmp280,2026-06-23 11:14:17,24.34,,1011.47,OK
438,esp32_bmp280,2026-06-23 11:14:18,24.18,,1013.35,OK
439,arduino_dht22,2026-06-23 11:14:19,23.50,47.90,,OK
440,esp32_bmp280,2026-06-23 11:14:19,24.35,,1012.01,OK
441,esp32_bmp280,2026-06-23 11:14:20,24.23,,1012.3,OK
442,arduino_dht22,2026-06-23 11:14:21,22.40,45.10,,OK
443,esp32_bmp280,2026-06-23 11:14:21,24.29,,1012.4,OK
444,esp32_bmp280,2026-06-23 11:14:22,24.53,,1013.43,OK
445,arduino_dht22,2026-06-23 11:14:23,22.90,48.20,,OK
446,esp32_bmp280,2026-06-23 11:14:23,24.51,,1012.46,OK
447,esp32_bmp280,2026-06-23 11:14:24,24.25,,1012.34,OK
448,arduino_dht22,2026-06-23 11:14:25,22.80,48.30,,OK
449,esp32_bmp280,2026-06-23 11:14:25,24.37,,1011.55,OK
450,esp32_bmp280,2026-06-23 11:14:26,24.64,,1012.78,OK
451,arduino_dht22,2026-06-23 11:14:27,23.50,48.20,,OK
452,esp32_bmp280,2026-06-23 11:14:28,24.38,,1013.38,OK
453,esp32_bmp280,2026-06-23 11:14:29,24.29,,1013.42,OK
454,arduino_dht22,2026-06-23 11:14:29,22.10,45.20,,OK
455,esp32_bmp280,2026-06-23 11:14:30,24.16,,1013.73,OK
456,esp32_bmp280,2026-06-23 11:14:31,24.36,,1011.83,OK
457,arduino_dht22,2026-06-23 11:14:31,22.60,46.40,,OK
458,esp32_bmp280,2026-06-23 11:14:32,24.30,,1013.01,OK
459,esp32_bmp280,2026-06-23 11:14:33,24.21,,1012.06,OK
460,arduino_dht22,2026-06-23 11:14:33,23.00,47.40,,OK
461,esp32_bmp280,2026-06-23 11:14:34,24.37,,1013.33,OK
462,esp32_bmp280,2026-06-23 11:14:35,24.53,,1012.24,OK
463,arduino_dht22,2026-06-23 11:14:35,22.60,46.30,,OK
464,esp32_bmp280,2026-06-23 11:14:36,24.24,,1013.77,OK
465,esp32_bmp280,2026-06-23 11:14:37,24.23,,1013.0,OK
466,arduino_dht22,2026-06-23 11:14:37,22.70,45.30,,OK
467,esp32_bmp280,2026-06-23 11:14:38,24.60,,1013.94,OK
468,esp32_bmp280,2026-06-23 11:14:39,24.30,,1011.6,OK
469,arduino_dht22,2026-06-23 11:14:39,23.80,48.10,,OK
470,esp32_bmp280,2026-06-23 11:14:40,24.52,,1011.62,OK
471,esp32_bmp280,2026-06-23 11:14:41,24.37,,1014.09,OK
472,arduino_dht22,2026-06-23 11:14:41,22.80,48.30,,OK
473,esp32_bmp280,2026-06-23 11:14:42,24.48,,1013.52,OK
474,esp32_bmp280,2026-06-23 11:14:43,24.46,,1013.05,OK
475,arduino_dht22,2026-06-23 11:14:43,22.40,46.70,,OK
476,esp32_bmp280,2026-06-23 11:14:44,24.50,,1012.33,OK
477,esp32_bmp280,2026-06-23 11:14:45,24.43,,1013.31,OK
478,arduino_dht22,2026-06-23 11:14:45,22.30,45.80,,OK
479,esp32_bmp280,2026-06-23 11:14:46,24.30,,1012.37,OK
480,esp32_bmp280,2026-06-23 11:14:47,24.34,,1012.08,OK
481,arduino_dht22,2026-06-23 11:14:47,23.40,45.40,,OK
482,esp32_bmp280,2026-06-23 11:14:48,24.49,,1014.03,OK
483,esp32_bmp280,2026-06-23 11:14:49,24.41,,1011.55,OK
484,arduino_dht22,2026-06-23 11:14:49,23.50,45.50,,OK
485,esp32_bmp280,2026-06-23 11:14:50,24.24,,1012.34,OK
486,esp32_bmp280,2026-06-23 11:14:51,24.34,,1011.47,OK
487,arduino_dht22,2026-06-23 11:14:51,23.50,46.60,,OK
488,esp32_bmp280,2026-06-23 11:14:52,24.57,,1012.51,OK
489,esp32_bmp280,2026-06-23 11:14:53,24.58,,1011.9,OK
490,arduino_dht22,2026-06-23 11:14:53,22.50,48.10,,OK
491,esp32_bmp280,2026-06-23 11:14:54,24.26,,1011.94,OK
492,esp32_bmp280,2026-06-23 11:14:55,24.44,,1012.37,OK
493,arduino_dht22,2026-06-23 11:14:55,22.60,45.20,,OK
494,esp32_bmp280,2026-06-23 11:14:56,24.34,,1012.13,OK
495,esp32_bmp280,2026-06-23 11:14:57,24.47,,1013.05,OK
496,arduino_dht22,2026-06-23 11:14:57,22.40,46.50,,OK
497,esp32_bmp280,2026-06-23 11:14:58,24.22,,1012.12,OK
498,esp32_bmp280,2026-06-23 11:14:59,24.32,,1012.85,OK
499,arduino_dht22,2026-06-23 11:14:59,23.60,47.60,,OK
500,esp32_bmp280,2026-06-23 11:15:00,24.46,,1013.8,OK
501,esp32_bmp280,2026-06-23 11:15:01,24.55,,1012.72,OK
502,arduino_dht22,2026-06-23 11:15:01,23.10,47.70,,OK
503,esp32_bmp280,2026-06-23 11:15:02,24.30,,1013.57,OK
504,esp32_bmp280,2026-06-23 11:15:03,24.63,,1011.93,OK
505,arduino_dht22,2026-06-23 11:15:03,22.80,45.00,,OK
506,esp32_bmp280,2026-06-23 11:15:04,24.38,,1011.81,OK
507,esp32_bmp280,2026-06-23 11:15:05,24.31,,1012.64,OK
508,arduino_dht22,2026-06-23 11:15:05,23.00,48.20,,OK
509,esp32_bmp280,2026-06-23 11:15:06,24.21,,1013.14,OK
510,esp32_bmp280,2026-06-23 11:15:07,24.33,,1012.74,OK
511,arduino_dht22,2026-06-23 11:15:07,23.30,46.00,,OK
512,esp32_bmp280,2026-06-23 11:15:08,24.37,,1012.2,OK
513,esp32_bmp280,2026-06-23 11:15:09,24.26,,1013.5,OK
514,arduino_dht22,2026-06-23 11:15:09,22.10,47.00,,OK
515,esp32_bmp280,2026-06-23 11:15:10,24.48,,1013.52,OK
516,esp32_bmp280,2026-06-23 11:15:11,24.22,,1012.73,OK
517,arduino_dht22,2026-06-23 11:15:11,22.30,46.20,,OK
518,esp32_bmp280,2026-06-23 11:15:12,24.48,,1013.21,OK
519,esp32_bmp280,2026-06-23 11:15:13,24.34,,1012.97,OK
520,arduino_dht22,2026-06-23 11:15:13,23.40,47.00,,OK
521,esp32_bmp280,2026-06-23 11:15:14,24.43,,1012.25,OK
522,esp32_bmp280,2026-06-23 11:15:15,24.60,,1011.48,OK
523,arduino_dht22,2026-06-23 11:15:15,22.20,47.10,,OK
524,esp32_bmp280,2026-06-23 11:15:16,24.51,,1013.6,OK
525,esp32_bmp280,2026-06-23 11:15:17,24.37,,1011.59,OK
526,arduino_dht22,2026-06-23 11:15:17,23.50,46.20,,OK
527,esp32_bmp280,2026-06-23 11:15:18,24.22,,1012.89,OK
528,esp32_bmp280,2026-06-23 11:15:19,24.60,,1013.57,OK
529,arduino_dht22,2026-06-23 11:15:19,23.80,45.80,,OK
530,esp32_bmp280,2026-06-23 11:15:20,24.33,,1012.43,OK
531,esp32_bmp280,2026-06-23 11:15:21,24.30,,1012.23,OK
532,arduino_dht22,2026-06-23 11:15:21,22.80,47.90,,OK
533,esp32_bmp280,2026-06-23 11:15:22,24.23,,1012.2,OK
534,esp32_bmp280,2026-06-23 11:15:23,24.36,,1012.75,OK
535,arduino_dht22,2026-06-23 11:15:23,23.20,45.30,,OK
536,esp32_bmp280,2026-06-23 11:15:24,24.46,,1012.58,OK
537,esp32_bmp280,2026-06-23 11:15:25,24.22,,1011.56,OK
538,arduino_dht22,2026-06-23 11:15:25,22.70,45.90,,OK
539,esp32_bmp280,2026-06-23 11:15:26,24.17,,1012.71,OK
540,esp32_bmp280,2026-06-23 11:15:27,24.35,,1011.59,OK
541,arduino_dht22,2026-06-23 11:15:27,22.40,45.90,,OK
542,esp32_bmp280,2026-06-23 11:15:28,24.30,,1011.64,OK
543,esp32_bmp280,2026-06-23 11:15:29,24.30,,1011.89,OK
544,arduino_dht22,2026-06-23 11:15:29,22.90,47.40,,OK
545,esp32_bmp280,2026-06-23 11:15:30,24.28,,1012.24,OK
546,esp32_bmp280,2026-06-23 11:15:31,24.18,,1013.43,OK
547,arduino_dht22,2026-06-23 11:15:31,22.80,47.30,,OK
548,esp32_bmp280,2026-06-23 11:15:32,24.56,,1012.87,OK
549,esp32_bmp280,2026-06-23 11:15:33,24.19,,1012.22,OK
550,arduino_dht22,2026-06-23 11:15:33,22.60,46.80,,OK
551,esp32_bmp280,2026-06-23 11:15:34,24.35,,1012.21,OK
552,esp32_bmp280,2026-06-23 11:15:35,24.61,,1013.68,OK
553,arduino_dht22,2026-06-23 11:15:35,22.50,47.10,,OK
554,esp32_bmp280,2026-06-23 11:15:36,24.61,,1013.79,OK
555,esp32_bmp280,2026-06-23 11:15:37,24.58,,1012.81,OK
556,arduino_dht22,2026-06-23 11:15:37,23.10,45.50,,OK
557,esp32_bmp280,2026-06-23 11:15:38,24.30,,1013.91,OK
558,esp32_bmp280,2026-06-23 11:15:39,24.36,,1012.0,OK
559,arduino_dht22,2026-06-23 11:15:39,23.30,47.60,,OK
560,esp32_bmp280,2026-06-23 11:15:40,24.29,,1013.73,OK
561,esp32_bmp280,2026-06-23 11:15:41,24.40,,1012.39,OK
562,arduino_dht22,2026-06-23 11:15:41,23.40,45.40,,OK
563,esp32_bmp280,2026-06-23 11:15:42,24.56,,1013.97,OK
564,esp32_bmp280,2026-06-23 11:15:43,24.45,,1011.42,OK
565,arduino_dht22,2026-06-23 11:15:43,23.50,46.90,,OK
566,esp32_bmp280,2026-06-23 11:15:44,24.39,,1012.89,OK
567,esp32_bmp280,2026-06-23 11:15:45,24.32,,1011.86,OK
568,arduino_dht22,2026-06-23 11:15:45,22.60,45.30,,OK
569,esp32_bmp280,2026-06-23 11:15:46,24.26,,1012.35,OK
570,esp32_bmp280,2026-06-23 11:15:47,24.31,,1012.68,OK
571,arduino_dht22,2026-06-23 11:15:47,23.00,46.60,,OK
572,esp32_bmp280,2026-06-23 11:15:48,24.34,,1012.12,OK
573,esp32_bmp280,2026-06-23 11:15:49,24.53,,1012.97,OK
574,arduino_dht22,2026-06-23 11:15:49,22.90,47.00,,OK
575,esp32_bmp280,2026-06-23 11:15:50,24.41,,1012.12,OK
576,esp32_bmp280,2026-06-23 11:15:51,24.64,,1011.57,OK
577,arduino_dht22,2026-06-23 11:15:51,23.50,46.40,,OK
578,esp32_bmp280,2026-06-23 11:15:52,24.38,,1012.43,OK
579,esp32_bmp280,2026-06-23 11:15:53,24.34,,1013.05,OK
580,arduino_dht22,2026-06-23 11:15:53,22.90,45.30,,OK
581,esp32_bmp280,2026-06-23 11:15:54,24.60,,1011.91,OK
582,esp32_bmp280,2026-06-23 11:15:55,24.16,,1012.61,OK
583,arduino_dht22,2026-06-23 11:15:55,22.20,46.20,,OK
584,esp32_bmp280,2026-06-23 11:15:56,24.28,,1012.39,OK
585,esp32_bmp280,2026-06-23 11:15:57,24.60,,1013.39,OK
586,arduino_dht22,2026-06-23 11:15:57,23.10,46.10,,OK
587,esp32_bmp280,2026-06-23 11:15:58,24.58,,1013.64,OK
588,esp32_bmp280,2026-06-23 11:15:59,24.44,,1012.67,OK
589,arduino_dht22,2026-06-23 11:15:59,23.20,45.30,,OK
590,esp32_bmp280,2026-06-23 11:16:00,24.47,,1012.12,OK
591,esp32_bmp280,2026-06-23 11:16:01,24.33,,1012.79,OK
592,arduino_dht22,2026-06-23 11:16:01,22.20,48.30,,OK
593,esp32_bmp280,2026-06-23 11:16:02,24.34,,1012.41,OK
594,esp32_bmp280,2026-06-23 11:16:03,24.22,,1012.27,OK
595,arduino_dht22,2026-06-23 11:16:03,23.50,48.30,,OK
596,esp32_bmp280,2026-06-23 11:16:04,24.28,,1011.83,OK
597,esp32_bmp280,2026-06-23 11:16:05,24.36,,1011.5,OK
598,arduino_dht22,2026-06-23 11:16:05,23.50,45.20,,OK
599,esp32_bmp280,2026-06-23 11:16:06,24.49,,1011.67,OK
600,esp32_bmp280,2026-06-23 11:16:07,24.19,,1013.82,OK
601,arduino_dht22,2026-06-23 11:16:07,22.70,46.00,,OK
602,esp32_bmp280,2026-06-23 11:16:08,24.15,,1013.94,OK
603,esp32_bmp280,2026-06-23 11:16:09,24.57,,1014.02,OK
604,arduino_dht22,2026-06-23 11:16:09,23.30,47.90,,OK
605,esp32_bmp280,2026-06-23 11:16:10,24.65,,1012.18,OK
606,esp32_bmp280,2026-06-23 11:16:11,24.19,,1011.87,OK
607,arduino_dht22,2026-06-23 11:16:11,23.00,47.10,,OK
608,esp32_bmp280,2026-06-23 11:16:12,24.32,,1011.83,OK
609,esp32_bmp280,2026-06-23 11:16:13,24.50,,1013.28,OK
610,arduino_dht22,2026-06-23 11:16:13,22.70,45.50,,OK
611,esp32_bmp280,2026-06-23 11:16:14,24.57,,1013.21,OK
612,esp32_bmp280,2026-06-23 11:16:15,24.25,,1013.78,OK
613,arduino_dht22,2026-06-23 11:16:15,23.60,48.00,,OK
614,esp32_bmp280,2026-06-23 11:16:16,24.40,,1012.37,OK
615,esp32_bmp280,2026-06-23 11:16:17,24.36,,1013.95,OK
616,arduino_dht22,2026-06-23 11:16:17,23.50,48.20,,OK
617,esp32_bmp280,2026-06-23 11:16:18,24.41,,1011.46,OK
618,esp32_bmp280,2026-06-23 11:16:19,24.37,,1013.69,OK
619,arduino_dht22,2026-06-23 11:16:19,23.00,48.20,,OK
620,esp32_bmp280,2026-06-23 11:16:20,24.34,,1011.91,OK
621,esp32_bmp280,2026-06-23 11:16:21,24.43,,1012.46,OK
622,arduino_dht22,2026-06-23 11:16:21,23.50,47.70,,OK
623,esp32_bmp280,2026-06-23 11:16:22,24.28,,1013.29,OK
624,esp32_bmp280,2026-06-23 11:16:23,24.59,,1011.61,OK
625,arduino_dht22,2026-06-23 11:16:23,22.40,47.60,,OK
626,esp32_bmp280,2026-06-23 11:16:24,24.54,,1012.87,OK
627,esp32_bmp280,2026-06-23 11:16:25,24.28,,1013.68,OK
628,arduino_dht22,2026-06-23 11:16:25,22.90,48.30,,OK
629,esp32_bmp280,2026-06-23 11:16:26,24.44,,1011.86,OK
630,esp32_bmp280,2026-06-23 11:16:27,24.46,,1011.52,OK
631,arduino_dht22,2026-06-23 11:16:27,23.60,48.00,,OK
632,esp32_bmp280,2026-06-23 11:16:28,24.59,,1012.48,OK
633,esp32_bmp280,2026-06-23 11:16:29,24.39,,1012.04,OK
634,arduino_dht22,2026-06-23 11:16:29,22.80,47.90,,OK
635,esp32_bmp280,2026-06-23 11:16:30,24.21,,1012.42,OK
636,esp32_bmp280,2026-06-23 11:16:31,24.53,,1013.02,OK
637,arduino_dht22,2026-06-23 11:16:31,23.30,46.30,,OK
638,esp32_bmp280,2026-06-23 11:16:32,24.46,,1012.57,OK
639,esp32_bmp280,2026-06-23 11:16:33,24.21,,1013.35,OK
640,arduino_dht22,2026-06-23 11:16:33,22.90,47.90,,OK
641,esp32_bmp280,2026-06-23 11:16:34,24.57,,1013.03,OK
642,esp32_bmp280,2026-06-23 11:16:35,24.52,,1013.18,OK
643,arduino_dht22,2026-06-23 11:16:35,23.50,45.10,,OK
644,esp32_bmp280,2026-06-23 11:16:36,24.47,,1013.71,OK
645,esp32_bmp280,2026-06-23 11:16:37,24.49,,1011.42,OK
646,arduino_dht22,2026-06-23 11:16:37,22.40,47.30,,OK
647,esp32_bmp280,2026-06-23 11:16:38,24.35,,1013.16,OK
648,esp32_bmp280,2026-06-23 11:16:39,24.21,,1013.69,OK
649,arduino_dht22,2026-06-23 11:16:39,22.90,46.50,,OK
650,esp32_bmp280,2026-06-23 11:16:40,24.20,,1013.35,OK
651,esp32_bmp280,2026-06-23 11:16:41,24.23,,1012.42,OK
652,arduino_dht22,2026-06-23 11:16:41,23.40,47.40,,OK
653,esp32_bmp280,2026-06-23 11:16:42,24.60,,1013.28,OK
654,esp32_bmp280,2026-06-23 11:16:43,24.31,,1012.66,OK
655,arduino_dht22,2026-06-23 11:16:43,22.90,46.80,,OK
656,esp32_bmp280,2026-06-23 11:16:44,24.26,,1013.09,OK
657,esp32_bmp280,2026-06-23 11:16:45,24.61,,1013.31,OK
658,arduino_dht22,2026-06-23 11:16:45,22.50,46.10,,OK
659,esp32_bmp280,2026-06-23 11:16:46,24.16,,1011.43,OK
660,esp32_bmp280,2026-06-23 11:16:47,24.40,,1012.07,OK
661,arduino_dht22,2026-06-23 11:16:47,23.00,45.90,,OK
662,esp32_bmp280,2026-06-23 11:16:48,24.30,,1011.67,OK
663,esp32_bmp280,2026-06-23 11:16:49,24.63,,1012.31,OK
664,arduino_dht22,2026-06-23 11:16:49,22.90,48.00,,OK
665,esp32_bmp280,2026-06-23 11:16:50,24.23,,1013.06,OK
